customer_id,first_name,last_name,email,phone_number,address,city,state,country,zip_code,signup_date,last_login,total_bookings,total_spent,preferred_language,referral_code,account_status
45.00,Amy,Brown,nbryant@smith.net,+1-526-067-3774x1987,"15529 Elizabeth Wells, Collinsbury, MI 84589",Shawnburgh,Rhode Island,Kiribati,30851,06-08-2024,13-08-2024 14:06,9,2647.6,Spanish,IElD-58998,Active
46.00,Shelley,Herrera,michelleharding@gmail.com,703-309-9894,"400 Joseph Glen Suite 729, Port Brittanyview, KY 63493",Jameston,South Dakota,Guernsey,89180,22-06-2024,01-08-2024 01:26,4,4440.61,German,SfwH-28820,Inactive
47.00,Michael,Hamilton,bradytheresa@lloyd.com,(153)637-1281x41604,"4567 David Street Apt. 706, New Jackson, CA 74920",Port Janetbury,Virginia,Libyan Arab Jamahiriya,96453,26-08-2024,24-08-2024 02:05,2,2924.79,Spanish,fvrp-11498,Active
48.00,Sharon,Hill,bakerfrank@barry.com,872-755-0426,"1583 Monica Walk, Port Maryland, SD 12992",Johnsonhaven,Connecticut,Bangladesh,80965,17-01-2024,16-08-2024 17:24,10,2945.77,French,ajzt-43750,Suspended
49.00,Isaiah,Allen,ijones@yahoo.com,335-486-5718,"PSC 0885, Box 4832, APO AA 10886",New Ethanborough,Iowa,Brunei Darussalam,46420,09-04-2024,23-08-2024 13:14,8,2332.14,German,FFfC-05205,Suspended
50.00,Dawn,Patel,kevin02@williams.net,2791992466,"831 Dale Park Suite 566, Port Stephanieborough, UT 50857",West Ashleyborough,Kansas,American Samoa,98291,14-01-2024,06-08-2024 01:38,14,3518.45,Chinese,jmcm-00321,Active
51.00,Rachel,Lee,cristinaross@yahoo.com,(722)689-3299x70950,"60848 Jennifer Plaza, North Nicolas, CT 56964",West Johnmouth,Georgia,Mexico,84037,23-06-2024,16-08-2024 00:09,2,1354.95,Chinese,dfTb-61640,Active
52.00,Laura,Rojas,eromero@wolfe.com,(737)227-4265,"99660 Christopher Springs, Samanthaview, SC 06157",South Jesseberg,Alabama,American Samoa,38116,30-01-2024,05-08-2024 04:18,1,588.51,English,WvNY-73022,Suspended
53.00,Mary,Velazquez,arielpreston@gmail.com,784.575.5437x574,"4645 Summers Garden, East Candacefurt, CO 64828",Port Shirley,Vermont,Seychelles,4430,08-02-2024,05-08-2024 05:07,5,2232.77,Chinese,drcw-09481,Suspended
54.00,Cole,Fisher,smendoza@burns.com,001-566-934-9950x53128,"240 Traci Mountain Suite 534, South Jill, IN 36763",Port Kristyberg,West Virginia,Haiti,75015,01-04-2024,16-08-2024 22:46,3,4824.93,English,lsry-89572,Inactive
55.00,Kevin,Norman,karen14@yahoo.com,366.700.8926,"USCGC Johnson, FPO AA 27988",Jeremyborough,Montana,United States Virgin Islands,91905,25-01-2024,15-08-2024 01:36,12,4685.82,Spanish,nsZN-98449,Active
56.00,Michaela,Buchanan,ojohnson@hamilton.com,(296)250-2874,"137 David Rapids, Stephaniemouth, OK 94942",North Jennifer,Missouri,Norway,14173,07-07-2024,23-08-2024 00:10,4,3333.52,German,FNsB-48936,Active
57.00,Jeremy,Bennett,eric05@yahoo.com,001-445-276-5980x493,"9422 Joy Shores, Watsonmouth, SD 49961",Lake Chadside,West Virginia,South Africa,87712,20-04-2024,12-08-2024 02:16,12,1261.78,English,EBNn-80451,Inactive
58.00,Allison,Rodgers,yking@escobar.com,+1-075-066-1923x164,"642 Justin Lakes, North Alexafurt, SC 79822",Ibarraside,Indiana,Japan,85845,07-06-2024,10-08-2024 06:38,13,1203.6,French,PjIc-61510,Inactive
59.00,Desiree,Pratt,candacestevens@baker.com,001-791-278-1197x7370,"Unit 6636 Box 7118, DPO AA 24589",Lake Sarahport,Kansas,Holy See (Vatican City State),69866,09-06-2024,08-08-2024 03:23,7,1823.27,English,pugR-19563,Suspended
60.00,Mark,Colon,lindamitchell@cox.com,302.756.0263x296,"153 Maddox Passage, Lancehaven, CT 08760",Jonesville,Ohio,Tunisia,57170,23-03-2024,26-08-2024 13:42,14,3548.78,Spanish,lEsJ-03707,Inactive
61.00,Christopher,Smith,tonyjohnson@gmail.com,939.534.1661x3032,"0260 Vasquez Lodge, New Tonychester, NH 52255",Pruittside,Wisconsin,Holy See (Vatican City State),88667,15-04-2024,03-08-2024 01:02,5,3620.28,English,qUnW-96774,Active
62.00,Andrea,Wagner,zsnyder@hill.com,-5690,"7563 Jones Summit Suite 216, Andersonshire, ME 61201",North Meganmouth,Virginia,China,49147,29-03-2024,20-08-2024 15:04,10,461.19,German,ufpX-91234,Active
63.00,Joshua,Craig,englishchristopher@hotmail.com,+1-563-985-4649x08504,"9966 Ryan Radial Suite 852, West Debraborough, ND 55834",Lake Brettport,Nebraska,French Polynesia,64889,01-08-2024,07-08-2024 23:53,6,4527.78,Spanish,EpSh-97319,Active
64.00,Lawrence,Erickson,cleonard@yahoo.com,164.218.8560,"008 Moore Causeway, North Nancy, RI 74998",South Carlhaven,West Virginia,Hungary,96110,10-01-2024,11-08-2024 06:33,11,2276.36,English,tTcI-23307,Inactive
65.00,Levi,Conley,george40@gmail.com,001-876-738-2730,"2943 Martha Square, East Johnstad, MA 93820",Hobbsville,Arizona,Serbia,1179,22-06-2024,16-08-2024 11:48,13,1157.05,English,YANm-13941,Active
66.00,Gregory,Lopez,collierjacob@gmail.com,+1-016-880-5763x9045,"9379 Danielle View, Merrittberg, NM 66066",East Matthew,Utah,Tunisia,41072,27-01-2024,21-08-2024 06:55,7,3815.86,English,MxrY-97377,Suspended
67.00,Kaitlyn,Benjamin,briannamelendez@hotmail.com,183.543.8457x86335,"2299 Miller Mills Suite 425, Shannonhaven, LA 60967",Jenkinsfurt,Utah,Estonia,26941,05-02-2024,24-08-2024 10:17,8,1209.35,Spanish,voJN-13607,Active
68.00,Kevin,Wells,reginald32@walker-duran.org,828-995-7129,"63332 Abbott Points Apt. 684, Lake Julie, IA 08762",Richardshaven,Louisiana,Norfolk Island,65853,04-03-2024,15-08-2024 22:46,3,2916.14,English,VNuv-99258,Active
69.00,Tracey,Howard,colemanashley@logan.org,984.105.8660x8942,"315 Lambert Springs, Martintown, FL 76590",Jenniferburgh,California,Jordan,31106,04-02-2024,04-08-2024 23:44,1,4716.91,English,jIJp-57639,Active
70.00,Elizabeth,Simon,sjones@luna-diaz.com,403.541.6351,"86649 Blair Flats Apt. 263, East Brandonside, AZ 12655",Longshire,Mississippi,Reunion,18112,02-05-2024,27-08-2024 13:25,15,4844.03,English,dOmj-86285,Active
71.00,Jordan,King,bgreen@yahoo.com,+1-953-242-4294x56439,"PSC 0928, Box 2681, APO AE 76664",Scottburgh,Mississippi,Guam,89123,08-01-2024,04-08-2024 21:52,4,3817.94,Spanish,PAsc-40091,Suspended
72.00,Melinda,Hudson,jonathandavis@gmail.com,9924878302,"6011 Victor Causeway Suite 231, North Lisa, WA 28845",New Melody,Louisiana,Guadeloupe,68381,05-07-2024,27-08-2024 10:17,15,4079.83,Chinese,btpx-75345,Suspended
73.00,Kelly,Young,cynthia85@gmail.com,965.665.7700x0032,"9884 Ramos Camp Suite 017, North Huntershire, AK 62687",Richardberg,Oregon,Syrian Arab Republic,9905,08-05-2024,05-08-2024 10:33,10,2127.43,Chinese,gOQU-79200,Inactive
74.00,Monica,Clay,susanclark@salinas.biz,987-142-7860x631,"28562 Miller Ways Apt. 607, Lake Nicholas, WY 48930",Michaelmouth,Louisiana,Turkey,7145,20-03-2024,26-08-2024 00:10,5,3298.07,German,mYMU-02708,Inactive
75.00,Clayton,Graham,stephanie23@cummings-farley.info,+1-167-842-7047x4497,"813 Amanda Center, Elizabethport, NV 20514",Navarroshire,Maine,Saint Barthelemy,33780,08-06-2024,27-08-2024 22:32,6,4803.9,English,QXYH-17487,Inactive
76.00,Leslie,Taylor,joshuarivera@hotmail.com,+1-166-924-7493x07090,"292 Cassie Trail, East Samanthaside, CT 70638",Christinastad,Ohio,Sri Lanka,63407,18-03-2024,04-08-2024 13:03,1,4607.59,French,BUsx-35808,Suspended
77.00,Brenda,Bailey,cheryl07@hotmail.com,707.215.4146,"8209 Patricia Square, Millerside, OH 13981",East Stephen,Texas,Kiribati,10867,22-04-2024,15-08-2024 19:47,5,2361.75,French,vLxi-08488,Inactive
78.00,Michael,Bowman,jgallagher@gmail.com,(436)031-0953,"Unit 2403 Box 5150, DPO AA 29003",Port Jennafort,Texas,Togo,18480,08-08-2024,15-08-2024 10:29,13,3791.56,English,gleq-41202,Active
79.00,Michael,Lewis,cynthiaelliott@sosa.net,(874)189-4406x110,"062 Christopher Hill, East Bradleymouth, HI 82660",Terrellport,Kansas,French Polynesia,83490,30-06-2024,28-08-2024 14:58,9,1437.73,English,VHmk-00667,Suspended
80.00,Stephen,Salazar,georgemcclain@bishop-carroll.com,+1-068-296-8152x4078,"USS Williamson, FPO AP 12737",Jessicaberg,Pennsylvania,Kazakhstan,36733,20-06-2024,03-08-2024 10:43,13,3328.28,Chinese,xDhr-67315,Suspended
81.00,Omar,Randolph,tbishop@hotmail.com,(071)249-2807x09972,"002 Patrick Roads, Port Amyside, IA 03199",Josephport,Michigan,Turkey,94872,15-06-2024,02-08-2024 06:50,12,4110.33,German,JVcr-65993,Suspended
82.00,Anna,Moore,samuelsmith@hughes.org,9322310604,"15082 Karen Spring, Evansborough, MN 11574",South Thomas,Idaho,Jordan,55766,09-02-2024,04-08-2024 13:19,2,103.38,English,tdio-52737,Suspended
83.00,Laura,Underwood,richmonddanielle@martinez.info,819.025.3181x0321,"364 David Circles Apt. 099, Walkershire, WA 09416",North Jaclynville,Iowa,Liberia,25638,13-07-2024,20-08-2024 01:32,15,4291.96,German,afsU-04241,Suspended
84.00,Tyler,Quinn,andrewhill@franklin.com,3897603994,"61902 Allen River Suite 058, Craigside, DE 32400",Allenburgh,Alaska,South Africa,25789,26-08-2024,01-08-2024 03:25,1,2163.67,Spanish,nFqv-40331,Suspended
85.00,Travis,Williams,karen89@gmail.com,489.601.5792x403,"4184 Flowers Stream, Mcdonaldberg, OR 29954",North Jamie,Utah,United States of America,50244,10-03-2024,08-08-2024 11:30,14,167.96,Chinese,QIAT-74214,Active
86.00,Melissa,Lee,fjones@kim.com,9196400706,"6606 Kim Greens Suite 024, Perkinshaven, KY 78423",Lake Ronald,Tennessee,Tokelau,89953,01-02-2024,16-08-2024 16:15,13,945.46,French,NIVG-61112,Suspended
87.00,Michael,Walker,mfitzgerald@hotmail.com,654-938-7559,"PSC 4079, Box 7108, APO AP 15257",South Matthewland,Arkansas,Nauru,71944,31-07-2024,13-08-2024 02:59,14,3817.17,Chinese,Keem-06316,Active
88.00,Christopher,Wright,zobrien@yahoo.com,751-766-0715x194,"4037 Watson Parkways, Newmanton, ID 55244",Lake Brian,Wisconsin,Georgia,59296,20-06-2024,04-08-2024 10:45,11,2944.83,German,ylwQ-39710,Suspended
89.00,Michael,Noble,craigharris@yahoo.com,316-504-2039,"02522 Sutton Plains, East Matthew, ID 92417",Baldwinfurt,Alabama,Benin,31097,20-08-2024,09-08-2024 02:17,11,2547.45,French,fcci-04940,Inactive
90.00,Dean,Bailey,xdavid@hotmail.com,1469908352,"511 Santos Park, Davidtown, DC 54620",Robertsonmouth,Massachusetts,Vanuatu,19595,29-04-2024,10-08-2024 13:06,10,2487.67,Chinese,CpWT-53009,Suspended
91.00,James,Peterson,kurtsingleton@hanson-davis.net,153-102-1445,"71699 Strickland Trafficway Apt. 793, South Davidborough, HI 93566",West Ericshire,Michigan,Kyrgyz Republic,76931,15-03-2024,14-08-2024 03:28,8,3001.56,French,yaKd-52148,Active
92.00,Anna,Meyer,katelyntaylor@hotmail.com,-4478,"PSC 5238, Box 5741, APO AP 70159",Yvonnefort,Washington,Finland,84338,22-02-2024,24-08-2024 03:51,8,3940.5,Chinese,ZxMv-93416,Inactive
93.00,Jennifer,Burke,forbesjames@hunt.com,(837)709-0097x01597,"0104 Martinez Crossing Suite 797, Willisland, MN 96117",Perezborough,Ohio,Sierra Leone,22683,08-07-2024,23-08-2024 03:57,3,3487.38,French,ZMih-76816,Suspended
94.00,Brittany,Stephens,bridgeslarry@yahoo.com,+1-767-419-6875x67474,"347 Caitlin Springs, East Jamie, TX 63387",North Michael,Iowa,Monaco,25027,12-03-2024,06-08-2024 18:05,13,2025.56,German,IBat-38441,Active
95.00,Debra,Bennett,camachopaula@rivera-may.org,1835490424,"1744 Kendra Shores, Christopherville, WV 94376",Glennstad,Utah,Bolivia,78846,13-04-2024,23-08-2024 02:31,10,2512.44,French,TeZl-78351,Inactive
96.00,Savannah,Potts,osimmons@gmail.com,895-033-4662,"6784 Melissa Stravenue Suite 969, Crystalville, NC 56362",Martinbury,North Carolina,Cocos (Keeling) Islands,38835,07-02-2024,19-08-2024 04:55,3,4799.27,French,pKos-09744,Active
97.00,Abigail,Long,amber12@yahoo.com,-6398,"8886 Wright Islands Apt. 765, Port Tyler, PA 36388",North Christianfurt,Connecticut,Cape Verde,15088,14-02-2024,11-08-2024 20:12,9,2986.24,French,yqNg-80990,Inactive
98.00,Deborah,Brown,gvargas@gmail.com,(092)832-0858,"2774 Carter Meadow Apt. 290, Kramerhaven, MD 27394",Port Amanda,Washington,Cayman Islands,24733,26-02-2024,21-08-2024 22:37,8,2618.39,Spanish,pWln-96559,Inactive
99.00,Richard,Miller,alexisalvarado@gmail.com,153.970.7336,"888 Murray Meadow Apt. 642, West Cassidychester, NM 37853",West Traci,Alaska,Cote d'Ivoire,43692,18-08-2024,24-08-2024 00:40,3,626.06,Chinese,sQvx-83481,Inactive
100.00,Gina,Miller,elizabethponce@jacobs.com,965-048-5295x34574,"850 Williams Stream, Benjaminfurt, TN 11661",Wilsonside,Colorado,Netherlands,82173,28-06-2024,24-08-2024 11:33,1,1912.43,German,gJsr-60742,Inactive
